player_id,player_slug,first_name,last_name,rank,player_url,profile_picture,flag_code,residence,birthplace,birthdate,birth_year,birth_month,birth_day,turned_pro,weight_lbs,weight_kg,height_ft,height_inches,height_cm,handedness,backhand,coach,career_high,career_high_date,prize_money_year,prize_money,titles_year,titles,win_loss_year,win_loss
cc98,martin-cuevas,Martin,Cuevas,321,/en/players/martin-cuevas/cc98/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/cuevas_martin_2017.png,URU,,,(1992.01.14),1992,01,14,,,,,,,,,,153,19.05.13,"$5,514","$146,669",0,0,0-0,6-3
cc32,guilherme-clezar,Guilherme,Clezar,322,/en/players/guilherme-clezar/cc32/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/clezar-g_headshot_getty14.png,BRA,"Porto Alegre, Brazil","Porto Alegre, Brazil",(1992.12.31),1992,12,31,2009,174,79,6,"0""",183,Right-Handed, Two-Handed Backhand,,153,15.08.03,"$20,600","$585,908",0,0,0-0,1-14
db93,matias-franco-descotte,Matias Franco,Descotte,323,/en/players/matias-franco-descotte/db93/overview,,ARG,Buenos Aires,Buenos Aires,(1994.08.29),1994,08,29,,191,87,6,"3""",191,Right-Handed, Two-Handed Backhand,,253,19.07.01,"$4,475","$79,078",0,0,0-0,0-0
hb05,christian-harrison,Christian,Harrison,324,/en/players/christian-harrison/hb05/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/harrison_c_head_pp2019.png,USA,"Bradenton, FL, USA","Shreveport, LA, USA",(1994.05.29),1994,05,29,2007,170,77,5,"11""",180,Right-Handed, Two-Handed Backhand,Pat Harrison,162,13.08.26,$813,"$379,715",0,0,0-0,7-7
s0dh,roy-smith,Roy,Smith,325,/en/players/roy-smith/s0dh/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/smith_roy_2016.png,USA,,"New Haven, CT, USA",(1998.09.13),1998,09,13,,165,75,6,"3""",191,Left-Handed, Two-Handed Backhand,Isidro Martinez,323,19.06.10,"$8,315","$28,155",0,0,0-0,0-0
mi43,gerald-melzer,Gerald,Melzer,326,/en/players/gerald-melzer/mi43/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/melzer_head_ao18.png,AUT,"Vienna, Austria","Vienna, Austria",(1990.07.13),1990,07,13,2007,176,80,6,"2""",188,Left-Handed, Two-Handed Backhand,Werner Eschauer and Roland Berger,68,16.11.21,"$8,669","$880,011",0,0,0-0,20-34
rc62,michael-redlicki,Michael,Redlicki,327,/en/players/michael-redlicki/rc62/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/redlicki_mi_head_pp18.png,USA,"Orlando, FL","Chicago, IL",(1993.11.16),1993,11,16,,190,86,6,"8""",203,Left-Handed, Two-Handed Backhand,"Brian Baker, Jacob Herndon",314,19.04.01,"$10,520","$42,913",0,0,0-0,0-0
da86,joris-de-loore,Joris,De Loore,328,/en/players/joris-de-loore/da86/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/de-loore_joris_2017.png,BEL,,"Bruges, Belgium",(1993.04.21),1993,04,21,2011,190,86,6,"3""",191,Right-Handed, Two-Handed Backhand,Eric Lambert,263,18.12.24,,"$229,250",0,0,0-0,2-5
pg32,adam-pavlasek,Adam,Pavlasek,329,/en/players/adam-pavlasek/pg32/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/pavlasek-a_headshot_getty15.png,CZE,"Bilovec, Czech Republic","Bilovec, Czech Republic",(1994.10.08),1994,10,08,2012,168,76,6,"1""",185,Right-Handed, Two-Handed Backhand,Michal Navratil,72,17.01.09,"$36,986","$661,424",0,0,0-0,6-9
da13,dragos-dima,Dragos,Dima,330,/en/players/dragos-dima/da13/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/dima-d_lq16.png,ROU,Bucharest,Ploiesti,(1992.06.16),1992,06,16,,154,70,5,"11""",180,Right-Handed, One-Handed Backhand,Miron Marcel,279,18.09.24,"$2,800","$87,413",0,0,1-0,2-1
mv14,alex-molcan,Alex,Molcan,331,/en/players/alex-molcan/mv14/overview,,SVK,Presov Slovak Republic,"Presov, Slovak Republic",(1997.12.01),1997,12,01,,161,73,5,"10""",178,Left-Handed, Two-Handed Backhand,Lubomir Kurhajec/Karol Kucera,330,19.06.10,"$5,367","$48,450",0,0,0-0,0-0
kc56,aslan-karatsev,Aslan,Karatsev,332,/en/players/aslan-karatsev/kc56/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/karatsev-aslan-16.png,RUS,,,(1993.09.04),1993,09,04,,,,,,,Right-Handed, Two-Handed Backhand,Alberto Lopez,153,15.05.11,"$11,437","$286,127",0,0,0-0,1-7
gc54,scott-griekspoor,Scott,Griekspoor,333,/en/players/scott-griekspoor/gc54/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/griekspoor_head_pp18.png,NED,"Nieuw Vennep, Netherlands","Haarlem, Netherlands",(1991.01.10),1991,01,10,,176,80,6,"2""",188,Right-Handed, Two-Handed Backhand,Kristof Vliegen,205,18.08.06,"$11,241","$116,616",0,0,0-0,0-1
sp05,evan-song,Evan,Song,334,/en/players/evan-song/sp05/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/song_evan_2018.png,USA,"Henderson, NV, USA","Las Vegas, NV, USA",(1992.06.07),1992,06,07,,165,75,5,"10""",178,Left-Handed, Two-Handed Backhand,"Jim Song (Tennis), Korey Goodwin (ESD)",314,19.01.07,"$13,225","$88,874",0,0,0-0,0-0
cm79,baptiste-crepatte,Baptiste,Crepatte,335,/en/players/baptiste-crepatte/cm79/overview,,FRA,France,"Grenoble, France",(1994.09.21),1994,09,21,,161,73,6,"1""",185,Right-Handed, Unknown Backhand,,304,18.12.17,"$12,986","$63,473",0,0,0-0,0-0
o376,renzo-olivo,Renzo,Olivo,336,/en/players/renzo-olivo/o376/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/olivo_renzo_head_pp2019.png,ARG,"Rosario, Argentina","Rosario, Argentina",(1992.03.15),1992,03,15,2009,160,73,5,"11""",180,Right-Handed, Two-Handed Backhand,Javier Nalbandian and Franco Squillari,148,13.04.29,"$2,483","$864,698",0,0,0-0,4-8
ma30,gilles-muller,Gilles,Muller,337,/en/players/gilles-muller/ma30/overview,www.atptour.com/-/media/tennis/players/head-shot/2017/muller_headao17.png,LUX,"Reckange-sur-Mess, Luxembourg","Luxembourg City, Luxembourg",(1983.05.09),1983,05,09,2001,196,89,6,"4""",193,Left-Handed, Two-Handed Backhand,"Benjamin Balleret, Alexandre Lisiecki",21,17.07.31,,"$5,991,874",0,2,0-0,233-213
va08,andrea-vavassori,Andrea,Vavassori,338,/en/players/andrea-vavassori/va08/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/vavassori_andrea_2016.png,ITA,"Pinerolo, Italy","Torino, Italy",(1995.05.05),1995,05,05,,172,78,6,"4""",193,Right-Handed, One-Handed Backhand,Davide Vavassori,115,18.07.30,"$10,129","$92,072",0,0,0-0,0-1
rb60,oriol-roca-batalla,Oriol,Roca Batalla,339,/en/players/oriol-roca-batalla/rb60/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/rocabatalla-o_headshot_lq.png,ESP,Santa Coloma de Gramenet,Barcelona,(1993.04.30),1993,04,30,,165,75,5,"8""",173,Right-Handed, One-Handed Backhand,Joan Balcells & David Olles,193,15.08.03,"$13,737","$208,849",0,0,0-0,1-1
e698,gastao-elias,Gastao,Elias,340,/en/players/gastao-elias/e698/overview,www.atptour.com/-/media/tennis/players/head-shot/2017/elias_headao17.png,POR,"Lourinha, Portugal","Lourinha, Portugal",(1990.11.24),1990,11,24,2008,168,76,6,"0""",183,Right-Handed, Two-Handed Backhand,Franco Davin,57,16.10.24,"$10,371","$1,172,472",0,0,0-0,30-55
n670,hugo-nys,Hugo,Nys,341,/en/players/hugo-nys/n670/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/nys_hugo_2017.png,MON,"Monte Carlo, Monaco","Evian-les-Bains, France",(1991.02.16),1991,02,16,2010,172,78,6,"1""",185,Right-Handed, One-Handed Backhand,Guillaume Couillard,58,18.04.16,"$37,883","$339,420",0,0,4-7,22-34
lb51,julian-lenz,Julian,Lenz,342,/en/players/julian-lenz/lb51/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/lenz_head_pp18.png,GER,"Gruenberg, Germany","Giessen, Germany",(1993.02.17),1993,02,17,,180,82,6,"2""",188,Right-Handed, Two-Handed Backhand,,340,19.06.24,"$17,426","$59,364",0,0,0-0,0-0
sq48,ryan-shane,Ryan,Shane,343,/en/players/ryan-shane/sq48/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/shane_ryan_head_pp18.png,USA,"Falls Church, Virginia, USA","Falls Church, Virginia, USA",(1994.04.15),1994,04,15,,196,89,6,"4""",193,Right-Handed, One-Handed Backhand,Dustin Taylor,338,19.06.10,"$6,510","$108,262",0,0,0-0,0-1
sf41,aldin-setkic,Aldin,Setkic,344,/en/players/aldin-setkic/sf41/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/setkic-a_headshot_lq15.png,BIH,Sarajevo,"Sarajevo, Bosnia & Herzegovina",(1987.12.21),1987,12,21,,189,86,6,"3""",191,Right-Handed, Two-Handed Backhand,Alberto Castellani,165,17.10.16,"$5,374","$421,139",0,0,0-0,8-7
sl07,alexander-sarkissian,Alexander,Sarkissian,345,/en/players/alexander-sarkissian/sl07/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/sarkissian-a_headshot_lq.png,USA,"Glendale, CA, USA","Glendale, CA, USA",(1990.04.03),1990,04,03,2014,175,79,6,"3""",191,Right-Handed, Two-Handed Backhand,Federico Browne,157,16.04.04,"$8,340","$248,342",0,0,0-0,2-3
v836,juan-pablo-varillas,Juan Pablo,Varillas,346,/en/players/juan-pablo-varillas/v836/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/varillasjuanpablo.png,PER,"Lima, Peru","Lima, Peru",(1995.10.06),1995,10,06,,172,78,6,"1""",185,Right-Handed, Two-Handed Backhand,Lee Browne,322,18.08.06,"$12,932","$77,631",0,0,1-1,3-8
w571,di-wu,Di,Wu,347,/en/players/di-wu/w571/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/wu-d_headshot_getty.png,CHN,"Shanghai, China","Shanghai, China",(1991.09.14),1991,09,14,2009,143,65,5,"8""",173,Right-Handed, Two-Handed Backhand,Cao Xiao Yin,186,18.04.02,"$1,040","$792,664",0,0,0-0,3-11
me31,vincent-millot,Vincent,Millot,348,/en/players/vincent-millot/me31/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/millot-v_headshot_getty13.png,FRA,"Dijon, France","Montpellier, France",(1986.01.30),1986,01,30,2007,165,75,5,"8""",173,Left-Handed, Two-Handed Backhand,Daniel Meyers,135,16.10.10,"$5,830","$948,035",0,0,0-0,8-22
hb48,calvin-hemery-,Calvin,Hemery,349,/en/players/calvin-hemery-/hb48/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/hemery_calvin_2016.png,FRA,"Paris, France","Les Lilas, France",(1995.01.28),1995,01,28,2013,184,83,6,"3""",191,Right-Handed, Two-Handed Backhand,Christophe Couprie,116,18.04.30,"$23,189","$430,629",0,0,0-0,2-8
sn77,vaclav-safranek,Vaclav,Safranek,350,/en/players/vaclav-safranek/sn77/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/safranek_vaclav_2017.png,CZE,"Brno, Czech Republic","Brno, Czech Republic",(1994.05.20),1994,05,20,2012,176,80,6,"1""",185,Right-Handed, Two-Handed Backhand,Petr Frelich,191,17.11.06,"$11,540","$265,562",0,0,0-0,0-3
da67,matteo-donati,Matteo,Donati,351,/en/players/matteo-donati/da67/overview,www.atptour.com/-/media/tennis/players/head-shot/2016/donati_head_16.png,ITA,"Alessandria, Italy","Alessandria, Italy",(1995.02.28),1995,02,28,2013,163,74,6,"1""",185,Right-Handed, Two-Handed Backhand,Massimo Puci,159,15.07.27,"$28,155","$363,885",0,0,0-0,1-1
pc78,ante-pavic,Ante,Pavic,352,/en/players/ante-pavic/pc78/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/pavic_ante_2017.png,CRO,"Zagreb, Croatia","Ogulin, Croatia",(1989.03.07),1989,03,07,,211,96,6,"5""",196,Right-Handed, Two-Handed Backhand,"Claudio Pistolesi , Mike James",113,19.04.29,"$13,437","$449,168",0,0,0-1,1-5
ph64,andrea-pellegrino,Andrea,Pellegrino,353,/en/players/andrea-pellegrino/ph64/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/pellegrino_andrea_2016.png,ITA,"Bisceglie, Italy","Bisceglie, Italy",(1997.03.23),1997,03,23,,165,75,6,"1""",185,Right-Handed, Two-Handed Backhand,Giancarlo Petrazzuolo,169,19.02.11,"$11,646","$103,429",0,0,0-1,0-1
k964,brydan-klein,Brydan,Klein,354,/en/players/brydan-klein/k964/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/klein-b_headshot_getty14.png,GBR,"Perth, Australia","Perth, Australia",(1989.12.31),1989,12,31,2007,183,83,6,"2""",188,Right-Handed, Two-Handed Backhand,,169,15.09.28,"$13,855","$689,268",0,0,0-0,3-11
gh33,manuel-guinard,Manuel,Guinard,355,/en/players/manuel-guinard/gh33/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/guinard_manuel_head19.png,FRA,France,"Saint-Malo, France",(1995.11.15),1995,11,15,,178,81,6,"5""",196,Right-Handed, Two-Handed Backhand,Sébastien Villette,355,19.07.01,"$38,581","$84,712",0,0,0-0,0-0
bv24,raul-brancaccio,Raul,Brancaccio,356,/en/players/raul-brancaccio/bv24/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/brancaccio_ryan_2018.png,ITA,Jávea,"Torre del Greco, Italy",(1997.05.04),1997,05,04,,158,72,6,"1""",185,Right-Handed, Two-Handed Backhand,Javier Ferrer - Israel Vior,255,18.10.15,"$4,821","$76,477",0,0,0-0,0-0
pg20,dmitry-popko,Dmitry,Popko,357,/en/players/dmitry-popko/pg20/overview,www.atptour.com/-/media/tennis/players/head-shot/2017/popko_headao17.png,KAZ,"Astana, Kazakhstan","St. Petersburg, Russia",(1996.10.24),1996,10,24,2011,192,87,6,"3""",191,Right-Handed, Two-Handed Backhand,Ilya Drozdov,178,17.10.23,"$26,384","$216,731",0,0,0-0,4-2
dc76,viktor-durasovic,Viktor,Durasovic,358,/en/players/viktor-durasovic/dc76/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/durasovic_viktor_head_pp18.png,NOR,,,(1997.03.19),1997,03,19,,,,,,,,,,353,19.06.10,"$7,968","$65,298",0,0,0-0,5-8
sx91,thiago-seyboth-wild,Thiago,Seyboth Wild,359,/en/players/thiago-seyboth-wild/sx91/overview,www.atptour.com/-/media/tennis/players/head-shot/lr2018/seyboth-wild_thiago_2018.png,BRA,"Rio de Janeiro, Brazil","Marechal Candido Rondon, Brazi",(2000.03.10),2000,03,10,2018,170,77,6,"0""",183,Right-Handed, Two-Handed Backhand,Arthur Rabelo,354,19.06.17,"$32,870","$63,957",0,0,1-3,1-4
z184,horacio-zeballos,Horacio,Zeballos,360,/en/players/horacio-zeballos/z184/overview,www.atptour.com/-/media/tennis/players/head-shot/zeballos-atpwt-headshot-template.png,ARG,"Buenos Aires, Argentina","Mar del Plata, Argentina",(1985.04.27),1985,04,27,2003,185,84,6,"2""",188,Left-Handed, One-Handed Backhand,Alejandro Lombardo,12,19.06.24,"$424,783","$4,685,129",2,12,26-12,182-124
bf98,alessandro-bega,Alessandro,Bega,361,/en/players/alessandro-bega/bf98/overview,www.atptour.com/-/media/tennis/players/head-shot/2016/08/07/01/45/bega.jpg,ITA,"Gernusco Sul Naviglio, Italy","Cernusco sul Naviglio, Italy",(1991.01.11),1991,01,11,,150,68,5,"8""",173,Right-Handed, Two-Handed Backhand,Laura Golarsa,259,16.07.25,"$9,055","$174,256",0,0,0-0,0-1
x015,zihao-xia,Zihao,Xia,362,/en/players/zihao-xia/x015/overview,,CHN,"Hefei, China","Hefei, China",(1997.01.30),1997,01,30,,168,76,,,,Right-Handed, Unknown Backhand,,353,19.01.07,"$5,715","$51,532",0,0,0-0,0-0
hb31,johannes-haerteis,Johannes,Haerteis,363,/en/players/johannes-haerteis/hb31/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/hnrteis_johannes_head_pp18.png,GER,Postbauer-Heng,Nuremberg,(1996.02.22),1996,02,22,,195,88,6,"4""",193,Left-Handed, Two-Handed Backhand,"Walter Otto, Andreas Tattermusch, Eduard Samson",356,19.06.10,"$4,974","$52,081",0,0,0-0,0-0
ge28,ivan-gakhov,Ivan,Gakhov,364,/en/players/ivan-gakhov/ge28/overview,www.atptour.com/-/media/tennis/players/head-shot/lr2018/gakhov_ivan_2018.png,RUS,"Barcelona,Spain","Moscow, Russia",(1996.11.04),1996,11,04,,176,80,6,"3""",191,Left-Handed, Two-Handed Backhand,Oscar Hernandez,170,18.09.17,"$2,942","$126,270",0,0,0-0,0-1
mj98,facundo-mena,Facundo,Mena,365,/en/players/facundo-mena/mj98/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/mena_facundo_head_pp18.png,ARG,Argentina,"Buenos Aires, Argentina",(1992.09.22),1992,09,22,,187,85,6,"0""",183,Right-Handed, Two-Handed Backhand,Guillermo Rivas,313,17.09.18,"$12,176","$131,506",0,0,0-0,0-0
p09o,zsombor-piros,Zsombor,Piros,366,/en/players/zsombor-piros/p09o/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/piros_head_pp19.png,HUN,"Budapest, Hungary","Budapest, Hungary",(1999.10.13),1999,10,13,2016,150,68,5,"11""",180,Right-Handed, Two-Handed Backhand,Attila Piros,1275,18.03.05,,"$56,540",0,0,0-0,0-0
be69,yan-bai,Yan,Bai,367,/en/players/yan-bai/be69/overview,www.atptour.com/-/media/tennis/players/head-shot/compressed/yan-headshot-15.png,CHN,"Shanghai, China","Nanjing, China",(1989.05.21),1989,05,21,,176,80,6,"1""",185,Right-Handed, Two-Handed Backhand,,200,16.03.21,"$19,848","$287,159",0,0,0-0,5-6
td55,renta-tokuda,Renta,Tokuda,368,/en/players/renta-tokuda/td55/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/renta_tokuda_head_pp18.png,JPN,"Kanagawa, Japan","Hiroshima, Japan",(1998.03.29),1998,03,29,,152,69,5,"10""",178,Right-Handed, Two-Handed Backhand,"Tsuji,Yuma",289,18.08.27,"$4,836","$55,501",0,0,0-0,0-0
ge73,jacob-grills,Jacob,Grills,369,/en/players/jacob-grills/ge73/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/grills_jacob_2016.png,AUS,,,(1995.06.18),1995,06,18,,,,,,,,,,369,19.06.24,"$11,969","$75,745",0,0,0-0,0-0
ka22,dayne-kelly,Dayne,Kelly,370,/en/players/dayne-kelly/ka22/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/kelly_dayne_head_pp2019.png,AUS,,,(1990.07.23),1990,07,23,,,,,,,,,,252,17.10.23,"$7,750","$165,016",0,0,0-0,0-0
sk67,jan-satral,Jan,Satral,371,/en/players/jan-satral/sk67/overview,www.atptour.com/-/media/tennis/players/head-shot/2016/satral_head_pp16.png,CZE,"Prague, Czech republic","Melnik, Czech Republic",(1990.07.24),1990,07,24,2010,181,82,6,"2""",188,Right-Handed, Two-Handed Backhand,Daniel Lustig,136,16.10.03,"$8,620","$342,421",0,0,0-0,1-4
bi47,riccardo-bonadio,Riccardo,Bonadio,372,/en/players/riccardo-bonadio/bi47/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/bonadio_head_pp2019.png,ITA,"Azzano Decimo, Italy","San Vito al Tagliamento, Italy",(1993.07.13),1993,07,13,,178,81,5,"11""",180,Right-Handed, One-Handed Backhand,"Uros Vico, Riccardo Sinicropi, Alessandro Buson",325,18.12.17,"$9,087","$94,042",0,0,0-0,0-0
rc91,arthur-rinderknech,Arthur,Rinderknech,373,/en/players/arthur-rinderknech/rc91/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/rinderknech_head_pp18.png,FRA,,Gassin,(1995.07.23),1995,07,23,,190,86,6,"5""",196,Right-Handed, Two-Handed Backhand,,372,19.06.24,"$13,700","$54,822",0,0,0-0,0-0
d917,sadio-doumbia,Sadio,Doumbia,374,/en/players/sadio-doumbia/d917/overview,www.atptour.com/-/media/tennis/players/head-shot/lr2017/doumbia__sadio_2017.png,FRA,"Toulouse, France","Toulouse, France",(1990.09.12),1990,09,12,,173,78,6,"0""",183,Right-Handed, One-Handed Backhand,Boubacar Doumbia,250,16.11.07,"$10,951","$118,441",0,0,0-0,0-0
m0ej,lorenzo-musetti,Lorenzo,Musetti,375,/en/players/lorenzo-musetti/m0ej/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/musetti_lorenzo_head_pp2019.png,ITA,Carrara,Carrara,(2002.03.03),2002,03,03,,165,75,6,"0""",183,Right-Handed, One-Handed Backhand,Simone Tartarini,375,19.07.01,"$10,789","$11,657",0,0,0-0,0-0
sf89,rubin-statham,Rubin,Statham,376,/en/players/rubin-statham/sf89/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/statham_j_lq17_headshot.png,NZL,"Batumi, Georgia","Westminster, Great Britain",(1987.04.25),1987,04,25,2002,176,80,5,"10""",178,Right-Handed, Two-Handed Backhand,Gary Swinkels,279,13.02.25,"$10,950","$306,861",0,0,1-1,27-26
sl94,pedro-sakamoto,Pedro,Sakamoto,377,/en/players/pedro-sakamoto/sl94/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/sakamoto_head_pp18.png,BRA,"Rio de Janeiro, Brazil","Guarulhos, Brazil",(1993.06.29),1993,06,29,,173,78,5,"10""",178,Right-Handed, Two-Handed Backhand,,375,19.05.13,"$18,360","$94,099",0,0,0-1,0-1
o664,makoto-ochi,Makoto,Ochi,378,/en/players/makoto-ochi/o664/overview,www.atptour.com/-/media/tennis/ochi-makoto_headshot_lq.png,JPN,,"Akashi, Hyogo, Japan",(1996.05.03),1996,05,03,,143,65,5,"9""",175,Left-Handed, Two-Handed Backhand,,343,19.04.29,"$8,159","$61,220",0,0,0-0,0-0
t911,peter-torebko,Peter,Torebko,379,/en/players/peter-torebko/t911/overview,www.atptour.com/-/media/tennis/players/head-shot/lr2017/torebko_peter_2017.png,GER,"Wesel, Germany","Bytom, Poland",(1988.02.10),1988,02,10,2008,185,84,6,"1""",185,Right-Handed, Two-Handed Backhand,,182,12.07.16,"$14,809","$233,301",0,0,0-0,0-1
sr81,khumoyun-sultanov,Khumoyun,Sultanov,380,/en/players/khumoyun-sultanov/sr81/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/sultanov_khomoyun_getty18.png,UZB,"Namangan, Uzbekistan",Namangan,(1998.10.27),1998,10,27,,176,80,5,"11""",180,Right-Handed, Two-Handed Backhand,Petr Lebed,379,19.06.24,"$8,790","$43,152",0,0,0-0,1-0
bh02,sekou-bangoura,Sekou,Bangoura,381,/en/players/sekou-bangoura/bh02/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/bangoura_sekou_2017.png,USA,"Bradenton, FL, USA","Bradenton, FL, USA",(1991.11.18),1991,11,18,2011,170,77,6,"0""",183,Right-Handed, Two-Handed Backhand,Sekou Bangoura Sr.,213,16.10.31,"$12,117","$257,224",0,0,0-0,0-1
g892,alejandro-gonzalez,Alejandro,Gonzalez,382,/en/players/alejandro-gonzalez/g892/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/gonzalez-a_headshot_lq15.png,COL,"Medellin, Colombia","Medellin, Colombia",(1989.02.07),1989,02,07,2006,182,83,6,"3""",191,Right-Handed, Two-Handed Backhand,Pablo Fuente,70,14.06.09,"$6,664","$1,116,641",0,0,1-0,19-40
k0ah,sebastian-korda,Sebastian,Korda,383,/en/players/sebastian-korda/k0ah/overview,www.atptour.com/-/media/tennis/players/head-shot/lr2018/korda_sebastian_2018.png,USA,"Bradenton, FL, USA","Bradenton, FL, USA",(2000.07.05),2000,07,05,,165,75,6,"4""",193,Right-Handed, Two-Handed Backhand,Petr Korda,382,19.06.24,"$21,879","$69,231",0,0,0-0,0-1
bg72,carlos-boluda-purkiss,Carlos,Boluda-Purkiss,384,/en/players/carlos-boluda-purkiss/bg72/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/boluda-purkiss_getty18.png,ESP,"Alicante, Spain","Alicante, Spain",(1993.01.22),1993,01,22,,152,69,5,"8""",173,Right-Handed, Two-Handed Backhand,Tommy Arias,254,18.05.21,"$6,639","$115,763",0,0,0-0,0-0
me89,illya-marchenko,Illya,Marchenko,385,/en/players/illya-marchenko/me89/overview,www.atptour.com/-/media/tennis/players/head-shot/2016/marchenko_head_16.png,UKR,"Donetsk, Ukraine","Dneprodzerzhinsk, Ukraine",(1987.09.08),1987,09,08,2006,181,82,6,"1""",185,Right-Handed, Two-Handed Backhand,Tibor Toth,49,16.09.26,"$10,359","$1,984,815",0,0,0-0,61-84
e224,victor-estrella-burgos,Victor,Estrella Burgos,386,/en/players/victor-estrella-burgos/e224/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/estrella_burgos_head_ao18.png,DOM,"Santiago, Dominican Republic","Santiago, Dominican Republic",(1980.08.02),1980,08,02,2002,170,77,5,"7""",170,Right-Handed, One-Handed Backhand,Manuel Antuna,43,15.07.13,"$5,980","$2,161,676",0,3,0-0,84-81
hb41,jared-hiltzik,Jared,Hiltzik,387,/en/players/jared-hiltzik/hb41/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/hiltzik_jared_2016.png,USA,"Orlando, FL, USA","Wilmette, IL, USA",(1994.07.08),1994,07,08,,175,79,6,"1""",185,Right-Handed, Two-Handed Backhand,Dennis Nevolo,339,18.03.19,"$6,720","$85,540",0,0,0-0,0-0
rc93,martin-redlicki,Martin,Redlicki,388,/en/players/martin-redlicki/rc93/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/redlicki_ma_head_pp18.png,USA,"Boca Raton, FL, USA","Chicago, IL, USA",(1995.08.24),1995,08,24,,200,91,6,"5""",196,Left-Handed, Two-Handed Backhand,,381,19.04.29,"$12,283","$74,145",0,0,0-0,0-0
ch05,altug-celikbilek,Altug,Celikbilek,389,/en/players/altug-celikbilek/ch05/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/celikbelik-altug-16.png,TUR,"Istanbul, Turkey","Antalya, Turkey",(1996.09.07),1996,09,07,,158,72,6,"1""",185,Right-Handed, Two-Handed Backhand,Tobias Hinzmann,389,19.07.01,"$18,145","$93,477",0,0,1-1,2-6
gk06,alexis-galarneau,Alexis,Galarneau,390,/en/players/alexis-galarneau/gk06/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/galarneau_alexis_head_pp2019.png,CAN,"Laval, Canada","Laval, Canada",(1999.03.02),1999,03,02,,175,79,5,"11""",180,Right-Handed, Two-Handed Backhand,Kyle Spencer and Chris James,386,19.06.17,$520,"$21,599",0,0,0-0,0-0
bu10,jacopo-berrettini,Jacopo,Berrettini,391,/en/players/jacopo-berrettini/bu10/overview,,ITA,Rome,"Rome, Italy",(1998.11.27),1998,11,27,,187,85,6,"3""",191,Right-Handed, Two-Handed Backhand,,338,19.06.24,"$1,166","$36,392",0,0,0-0,0-0
n674,dennis-novikov,Dennis,Novikov,392,/en/players/dennis-novikov/n674/overview,www.atptour.com/-/media/tennis/players/head-shot/2016/novikov_head_16.png,USA,"San Jose, CA, USA","Moscow, Russia",(1993.11.06),1993,11,06,2013,200,91,6,"4""",193,Right-Handed, Two-Handed Backhand,Vladimir Novikov,119,16.08.15,"$8,540","$619,785",0,0,0-0,5-11
